^:<ptk=cb-t name=catalog caption=經名 scan=title type=tsv preload=true>	bulei	title	author
1741	華嚴	略釋新華嚴經修行次第決疑論	^dy【唐】^pr【李通玄】撰
1742	華嚴	大方廣佛華嚴經願行觀門骨目	^dy【唐】^pr【湛然】撰
1743	華嚴	皇帝降誕日於麟德殿講大方廣佛華嚴經玄義一部	^dy【唐】^pr【靜居】撰
1744	寶積	勝鬘寶窟	^dy【隋】^pr【吉藏】撰
1745	淨土	無量壽經義疏	^dy【隋】^pr【慧遠】撰
1746	淨土	無量壽經義疏	^dy【隋】^pr【吉藏】撰
1747	淨土	兩卷無量壽經宗要	^dy【新羅】^pr【元曉】撰
1748	淨土	無量壽經連義述文贊	^dy【新羅】^pr【璟興】撰
1749	淨土	觀無量壽經義疏	^dy【隋】^pr【慧遠】撰
1750	淨土	觀無量壽佛經疏	^dy【隋】^pr【智顗】說
1751	淨土	觀無量壽佛經疏妙宗鈔	^dy【宋】^pr【知禮】述
1752	淨土	觀無量壽經義疏	^dy【隋】^pr【吉藏】撰
1753	淨土	觀無量壽佛經疏	^dy【唐】^pr【善導集】記
1754	淨土	觀無量壽佛經義疏	^dy【宋】^pr【元照】述
1755	淨土	阿彌陀經義記	^dy【隋】^pr【智顗】說
1756	淨土	阿彌陀經義述	^dy【唐】^pr【慧淨】述
1757	淨土	阿彌陀經疏	^dy【唐】^pr【窺基】撰
1758	淨土	阿彌陀經通贊疏	^dy【唐】^pr【窺基】撰
1759	淨土	阿彌陀經疏	^dy【新羅】^pr【元曉】述
1760	淨土	阿彌陀經疏	^dy【宋】^pr【智圓】述
1761	淨土	阿彌陀經義疏	^dy【宋】^pr【元照】述
1762	淨土	阿彌陀經要解	^dy【明】^pr【智旭】解
1763	涅槃	大般涅槃經集解	^dy【梁】^pr【寶亮】等集
1764	涅槃	大般涅槃經義記	^dy【隋】^pr【慧遠】述
1765	涅槃	大般涅槃經玄義	^dy【隋】^pr【灌頂】撰
1766	涅槃	涅槃玄義發源機要	^dy【宋】^pr【智圓】述
1767	涅槃	大般涅槃經疏	^dy【隋】^pr【灌頂】撰
1768	涅槃	涅槃經遊意	^dy【隋】^pr【吉藏】撰
1769	涅槃	涅槃宗要	^dy【新羅】^pr【元曉】撰
1770	經集	本願藥師經古迹	^dy【新羅】^pr【太賢】撰
1771	經集	彌勒經遊意	^dy【隋】^pr【吉藏】撰
1772	經集	觀彌勒上生兜率天經贊	^dy【唐】^pr【窺基】撰
1773	經集	彌勒上生經宗要	^dy【新羅】^pr【元曉】撰
1774	經集	三彌勒經疏	^dy【新羅】^pr【憬興】撰
1775	經集	注維摩詰經	^dy【後秦】^pr【僧肇】撰
1776	經集	維摩義記	^dy【隋】^pr【慧遠】撰
1777	經集	維摩經玄疏	^dy【隋】^pr【智顗】撰
1778	經集	維摩經略疏	^dy【隋】^pr【智顗】說^dy【唐】^pr【湛然略】
1779	經集	維摩經略疏垂裕記	^dy【宋】^pr【智圓】述
1780	經集	淨名玄論	^dy【隋】^pr【吉藏】造
1781	經集	維摩經義疏	^dy【隋】^pr【吉藏】撰
1782	經集	說無垢稱經疏	^dy【唐】^pr【窺基】撰
1783	經集	金光明經玄義	^dy【隋】^pr【智顗】說^pr【灌頂】錄
1784	經集	金光明經玄義拾遺記	^dy【宋】^pr【知禮】述
1785	經集	金光明經文句	^dy【隋】^pr【智顗】說^pr【灌頂】錄
1786	經集	金光明經文句記	^dy【宋】^pr【知禮】述
1787	經集	金光明經疏	^dy【隋】^pr【吉藏】撰
1788	經集	金光明最勝王經疏	^dy【唐】^pr【慧沼】撰
1789	經集	楞伽阿跋多羅寶經註解	^dy【明】^pr【宗泐】^pr【如玘同】註
1790	經集	入楞伽心玄義	^dy【唐】^pr【法藏】撰
1791	經集	注大乘入楞伽經	^dy【宋】^pr【寶臣】述
1792	經集	佛說盂蘭盆經疏	^dy【唐】^pr【宗密】述
1793	經集	溫室經義記	^dy【隋】^pr【慧遠】撰
1794	經集	註四十二章經	^dy【宋】^pr【真宗皇帝】註
1795	經集	大方廣圓覺修多羅了義經略疏	^dy【唐】^pr【宗密】述
1796	密教	大毘盧遮那成佛經疏	^dy【唐】^pr【一行】記
1797	密教	大毘盧遮那經供養次第法疏	^dy【唐】^pr【不可思議】撰
1798	密教	金剛頂經大瑜伽祕密心地法門義訣	^dy【唐】^pr【不空】撰
1799	密教	首楞嚴義疏注經	^dy【宋】^pr【子璿】集
1800	密教	請觀音經疏	^dy【隋】^pr【智顗】說^pr【灌頂】記
1801	密教	請觀音經疏闡義鈔	^dy【宋】^pr【智圓】述
1802	密教	十一面神呪心經義疏	^dy【唐】^pr【慧沼】撰
1803	密教	佛頂尊勝陀羅尼經教跡義記	^dy【唐】^pr【法崇】述
1804	律	四分律刪繁補闕行事鈔	^dy【唐】^pr【道宣】撰
1805	律	四分律行事鈔資持記	^dy【宋】^pr【元照】撰
1806	律	四分律比丘含注戒本	^dy【唐】^pr【道宣】述
1807	律	四分比丘戒本疏	^dy【唐】^pr【定賓】撰
1808	律	四分律刪補隨機羯磨	^dy【唐】^pr【道宣】集
1809	律	僧羯磨	^dy【唐】^pr【懷素】集
1810	律	尼羯磨	^dy【唐】^pr【懷素】集
1811	律	菩薩戒義疏	^dy【隋】^pr【智顗】說^pr【灌頂】記
1812	律	天台菩薩戒疏	^dy【唐】^pr【明曠刪】補
1813	律	梵網經菩薩戒本疏	^dy【唐】^pr【法藏】撰
1814	律	菩薩戒本疏	^dy【新羅】^pr【義寂】述
1815	律	梵網經古迹記	^dy【新羅】^pr【太賢】集
1816	般若	金剛般若論會釋	^dy【唐】^pr【窺基】撰
1817	般若	略明般若末後一頌讚述	^dy【唐】^pr【義淨】述
1818	法華	法華論疏	^dy【隋】^pr【吉藏】撰
1819	淨土	無量壽經優婆提舍願生偈註	^dy【北魏】^pr【曇鸞】註解
1820	涅槃	佛遺教經論疏節要	^dy【宋】^pr【淨源節要】^dy【明】^pr【袾宏】補註
1821	毘曇	俱舍論記	^dy【唐】^pr【普光】述
1822	毘曇	俱舍論疏	^dy【唐】^pr【法寶】撰
1823	毘曇	俱舍論頌疏論本	^dy【唐】^pr【圓暉】述
1824	中觀	中觀論疏	^dy【隋】^pr【吉藏】撰
1825	中觀	十二門論疏	^dy【隋】^pr【吉藏】撰
1826	中觀	十二門論宗致義記	^dy【唐】^pr【法藏】述
1827	中觀	百論疏	^dy【隋】^pr【吉藏】撰
1828	瑜伽	瑜伽論記	^dy【唐】^pr【遁倫】集撰
1829	瑜伽	瑜伽師地論略纂	^dy【唐】^pr【窺基】撰
1830	瑜伽	成唯識論述記	^dy【唐】^pr【窺基】撰
1831	瑜伽	成唯識論掌中樞要	^dy【唐】^pr【窺基】撰
1832	瑜伽	成唯識論了義燈	^dy【唐】^pr【惠沼】述
1833	瑜伽	成唯識論演祕	^dy【唐】^pr【智周】撰
1834	瑜伽	唯識二十論述記	^dy【唐】^pr【窺基】撰
1835	瑜伽	辯中邊論述記	^dy【唐】^pr【窺基】撰
1836	瑜伽	大乘百法明門論解	^dy【唐】^pr【窺基】註解^dy【明】^pr【普泰】增修
1837	瑜伽	大乘百法明門論疏	^dy【唐】^pr【大乘光】撰
1838	瑜伽	大乘法界無差別論疏	^dy【唐】^pr【法藏】撰
1839	論集	理門論述記	^dy【唐】^pr【神泰】撰
1840	論集	因明入正理論疏	^dy【唐】^pr【窺基】撰
1841	論集	因明義斷	^dy【唐】^pr【慧沼】撰
1842	論集	因明入正理論義纂要	^dy【唐】^pr【慧沼】集
1843	論集	大乘起信論義疏	^dy【隋】^pr【慧遠】撰
1844	論集	起信論疏	^dy【新羅】^pr【元曉】撰
1845	論集	大乘起信論別記	^dy【新羅】^pr【元曉】撰
1846	論集	大乘起信論義記	^dy【唐】^pr【法藏】撰
1847	論集	大乘起信論義記別記	^dy【唐】^pr【法藏】撰
1848	論集	起信論疏筆削記	^dy【宋】^pr【子璿】錄
1849	論集	大乘起信論內義略探記	^dy【新羅】^pr【太賢】作
1850	論集	大乘起信論裂網疏	^dy【明】^pr【智旭】述
1851	瑜伽	大乘義章	^dy【隋】^pr【慧遠】撰
1852	中觀	三論玄義	^dy【隋】^pr【吉藏】撰
1853	中觀	大乘玄論	^dy【隋】^pr【吉藏】撰
1854	中觀	二諦義	^dy【隋】^pr【吉藏】撰
1855	中觀	三論遊意義	^dy【隋】^pr【磧法師】撰
1856	中觀	鳩摩羅什法師大義	^dy【東晉】^pr【慧遠】問^pr【羅什】答
1857	中觀	寶藏論	^dy【後秦】^pr【僧肇】著
1858	中觀	肇論	^dy【後秦】^pr【僧肇】作
1859	中觀	肇論疏	^dy【唐】^pr【元康】撰
1860	中觀	肇論新疏	^dy【元】^pr【文才】述
1861	瑜伽	大乘法苑義林章	^dy【唐】^pr【窺基】撰
1862	瑜伽	勸發菩提心集	^dy【唐】^pr【慧沼】撰
1863	瑜伽	能顯中邊慧日論	^dy【唐】^pr【慧沼】撰
1864	瑜伽	大乘入道次第	^dy【唐】^pr【智周】撰
1865	瑜伽	八識規矩補註	^dy【明】^pr【普泰】補註
1866	華嚴	華嚴一乘教義分齊章	^dy【唐】^pr【法藏】述
1867	華嚴	華嚴五教止觀	^dy【隋】^pr【杜順】說
1868	華嚴	華嚴一乘十玄門	^dy【隋】^pr【杜順】說^dy【唐】^pr【智儼】撰
1869	華嚴	華嚴五十要問答	^dy【唐】^pr【智儼】集
1870	華嚴	華嚴經內章門等雜孔目章	^dy【唐】^pr【智儼】集
1871	華嚴	華嚴經旨歸	^dy【唐】^pr【法藏】述
1872	華嚴	華嚴策林	^dy【唐】^pr【法藏】述
1873	華嚴	華嚴經問答	^dy【唐】^pr【法藏】撰
1874	華嚴	華嚴經明法品內立三寶章	^dy【唐】^pr【法藏】述
1875	華嚴	華嚴經義海百門	^dy【唐】^pr【法藏】述
1876	華嚴	修華嚴奧旨妄盡還源觀	^dy【唐】^pr【法藏】述
1877	華嚴	華嚴遊心法界記	^dy【唐】^pr【法藏】撰
1878	華嚴	華嚴發菩提心章	^dy【唐】^pr【法藏】述
1879a	華嚴	華嚴經關脈義記	^dy【唐】^pr【法藏】撰
1879b	華嚴	華嚴關脈義記	
1880	華嚴	金師子章雲間類解	^dy【唐】^pr【法藏】撰^dy【宋】^pr【淨源】述
1881	華嚴	華嚴經金師子章註	^dy【唐】^pr【法藏】撰^dy【宋】^pr【承遷】註
1882	華嚴	三聖圓融觀門	^dy【唐】^pr【澄觀】述
1883	華嚴	華嚴法界玄鏡	^dy【唐】^pr【澄觀】述
1884	華嚴	註華嚴法界觀門	^dy【唐】^pr【宗密】註
1885	華嚴	註華嚴經題法界觀門頌	^dy【宋】^pr【本嵩】述^pr【琮湛】註
1886	華嚴	原人論	^dy【唐】^pr【宗密】述
1887a	華嚴	華嚴一乘法界圖	^dy【新羅】^pr【義湘】撰
1887b	華嚴	法界圖記叢髓錄	
1888	華嚴	解迷顯智成悲十明論	^dy【唐】^pr【李通玄】撰
1889	華嚴	海印三昧論	^dy【新羅】^pr【明皛】述
1890	華嚴	華嚴一乘成佛妙義	^dy【新羅】^pr【見登之】集
1891	華嚴	文殊指南圖讚	^dy【宋】^pr【惟白】述
1892	律	關中創立戒壇圖經	^dy【唐】^pr【道宣】撰
1893	律	淨心戒觀法	^dy【唐】^pr【道宣】撰
1894	律	釋門章服儀	^dy【唐】^pr【道宣】述
1895	律	量處輕重儀	^dy【唐】^pr【道宣緝】
1896	律	釋門歸敬儀	^dy【唐】^pr【道宣】述
1897	律	教誡新學比丘行護律儀	^dy【唐】^pr【道宣】述
1898	律	律相感通傳	^dy【唐】^pr【道宣】撰
1899	律	中天竺舍衛國祇洹寺圖經	^dy【唐】^pr【道宣】撰
1900	律	佛制比丘六物圖	^dy【宋】^pr【元照】撰
1901	律	護命放生軌儀法	^dy【唐】^pr【義淨】撰
1902	律	受用三水要行法	^dy【唐】^pr【義淨】撰
1903	律	說罪要行法	^dy【唐】^pr【義淨】撰
1904	律	根本說一切有部出家授近圓羯磨儀範	^dy【元】^pr【拔合思巴】集
1905	律	根本說一切有部苾芻習學略法	^dy【元】^pr【拔合思巴】集
1906	律	菩薩戒本宗要	^dy【新羅】^pr【大賢】撰
1907	律	菩薩戒本持犯要記	^dy【新羅】^pr【元曉】述
1908	律	大乘六情懺悔	^dy【新羅】^pr【元曉】撰
1909	律	慈悲道場懺法	^dy【梁】^pr【諸大法師】集撰
1910	律	慈悲水懺法	
1911	法華	摩訶止觀	^dy【隋】^pr【智顗】說
1912	法華	止觀輔行傳弘決	^dy【唐】^pr【湛然】述
1913	法華	止觀義例	^dy【唐】^pr【湛然】述
1914	法華	止觀大意	^dy【唐】^pr【湛然】述
1915	法華	修習止觀坐禪法要	^dy【隋】^pr【智顗】述
1916	法華	釋禪波羅蜜次第法門	^dy【隋】^pr【智顗】說
1917	法華	六妙法門	^dy【隋】^pr【智顗】說
1918	法華	四念處	^dy【隋】^pr【智顗】說
1919	法華	天台智者大師禪門口訣	^dy【隋】^pr【智顗】說
1920	法華	觀心論	^dy【隋】^pr【智顗】述
1921	法華	觀心論疏	^dy【隋】^pr【灌頂】撰
1922	法華	釋摩訶般若波羅蜜經覺意三昧	^dy【隋】^pr【智顗】說
1923	法華	諸法無諍三昧法門	^dy【陳】^pr【慧思】撰
1924	法華	大乘止觀法門	^dy【陳】^pr【慧思】說
1925	法華	法界次第初門	^dy【隋】^pr【智顗】撰
1926	法華	法華經安樂行義	^dy【陳】^pr【慧思】說
1927	法華	十不二門	^dy【唐】^pr【湛然】述
1928	法華	十不二門指要鈔	^dy【宋】^pr【知禮】述
1929	法華	四教義	^dy【隋】^pr【智顗】撰
1930	法華	天台八教大意	^dy【隋】^pr【灌頂】撰
1931	法華	天台四教儀	^dy【高麗】^pr【諦觀】錄
1932	法華	金剛錍	^dy【唐】^pr【湛然】述
1933	法華	南嶽思大禪師立誓願文	^dy【陳】^pr【慧思】撰
1934	法華	國清百錄	^dy【隋】^pr【灌頂】纂
1935	法華	法智遺編觀心二百問	^dy【宋】^pr【繼忠】集
1936	法華	四明十義書	^dy【宋】^pr【知禮】撰
1937	法華	四明尊者教行錄	^dy【宋】^pr【宗曉】編
1938	法華	天台傳佛心印記	^dy【元】^pr【懷則】述
1939	法華	教觀綱宗	^dy【明】^pr【智旭】述
1940	法華	方等三昧行法	^dy【隋】^pr【智顗】說
1941	法華	法華三昧懺儀	^dy【隋】^pr【智顗】撰
1942	法華	法華三昧行事運想補助儀	^dy【唐】^pr【湛然】撰
1943	法華	略法華三昧補助儀	
1944	法華	禮法華經儀式	
1945	法華	金光明懺法補助儀	^dy【宋】^pr【遵式】集
1946	法華	金光明最勝懺儀	^dy【宋】^pr【知禮】集
1947	法華	釋迦如來涅槃禮讚文	^dy【宋】^pr【仁岳】撰
1948	法華	天台智者大師齋忌禮讚文	^dy【宋】^pr【遵式】述
1949	法華	請觀世音菩薩消伏毒害陀羅尼三昧儀	^dy【宋】^pr【遵式】集
1950	法華	千手眼大悲心呪行法	^dy【宋】^pr【知禮】集
1951	法華	熾盛光道場念誦儀	^dy【宋】^pr【遵式】撰
1952	密教	觀自在菩薩如意輪呪課法	
1953	密教	菩提心義	
1954	密教	明佛法根本碑	^dy【唐】^pr【智慧輪】述
1955	密教	顯密圓通成佛心要集	^dy【遼】^pr【道𭮨】集
1956	密教	密呪圓因往生集	^dy【夏】^pr【智廣】等集
1957	淨土	略論安樂淨土義	^dy【後魏】^pr【曇鸞】撰
1958	淨土	安樂集	^dy【唐】^pr【道綽】撰
1959	淨土	觀念阿彌陀佛相海三昧功德法門	^dy【唐】^pr【善導集】記
1960	淨土	釋淨土群疑論	^dy【唐】^pr【懷感】撰
1961	淨土	淨土十疑論	^dy【隋】^pr【智顗】說
1962	淨土	五方便念佛門	^dy【隋】^pr【智顗】撰
1963	淨土	淨土論	^dy【唐】^pr【迦才】撰
1964	淨土	西方要決釋疑通規	^dy【唐】^pr【基】撰
1965	淨土	遊心安樂道	^dy【新羅】^pr【元曉】撰
1966	淨土	念佛鏡	^dy【唐】^pr【道鏡】^pr【善道】共集
1967	淨土	念佛三昧寶王論	^dy【唐】^pr【飛錫】撰
1968	淨土	往生淨土決疑行願二門	^dy【宋】^pr【遵式】撰
1969a	淨土	樂邦文類	^dy【宋】^pr【宗曉】編
1969b	淨土	樂邦遺稿	^dy【宋】^pr【宗曉】編
1970	淨土	龍舒增廣淨土文	^dy【宋】^pr【王日休】撰
1971	淨土	淨土境觀要門	^dy【元】^pr【懷則】述
1972	淨土	淨土或問	^dy【元】^pr【天如則】著
1973	淨土	廬山蓮宗寶鑑	^dy【元】^pr【普度】編
1974	淨土	寶王三昧念佛直指	^dy【明】^pr【妙叶】集
1975	淨土	淨土生無生論	^dy【明】^pr【傳燈】撰
1976	淨土	西方合論	^dy【明】^pr【袁宏道】撰
1977	淨土	淨土疑辨	^dy【明】^pr【袾宏】撰
1978	淨土	讚阿彌陀佛偈	^dy【後魏】^pr【曇鸞】撰
1979	淨土	轉經行道願往生淨土法事讚	^dy【唐】^pr【善導集】記
1980	淨土	往生禮讚偈	^dy【唐】^pr【善導集】記
1981	淨土	依觀經等明般舟三昧行道往生讚	^dy【唐】^pr【善導】撰
1982	淨土	集諸經禮懺儀	^dy【唐】^pr【智昇】撰
1983	淨土	淨土五會念佛略法事儀讚	^dy【唐】^pr【法照】述
1984	淨土	往生淨土懺願儀	^dy【宋】^pr【遵式】撰
1985	禪宗	鎮州臨濟慧照禪師語錄	^dy【唐】^pr【慧然】集
1986a	禪宗	筠州洞山悟本禪師語錄	^dy【日本】^pr【慧印校】
1986b	禪宗	瑞州洞山良价禪師語錄	^dy【明】^pr【語風圓信】^pr【郭凝之】編
1987a	禪宗	撫州曹山元證禪師語錄	^dy【日本】^pr【慧印校】
1987b	禪宗	撫州曹山本寂禪師語錄	^dy【日本】^pr【玄契】編
1988	禪宗	雲門匡真禪師廣錄	^dy【宋】^pr【守堅】集
1989	禪宗	潭州溈山靈祐禪師語錄	^dy【明】^pr【語風圓信】^pr【郭凝之】編
1990	禪宗	袁州仰山慧寂禪師語錄	^dy【明】^pr【語風圓信】^pr【郭凝之】編
1991	禪宗	金陵清涼院文益禪師語錄	^dy【明】^pr【語風圓信】^pr【郭凝之】編
1992	禪宗	汾陽無德禪師語錄	^dy【宋】^pr【楚圓】集
1993	禪宗	黃龍慧南禪師語錄	^dy【宋】^pr【惠泉】集
1994a	禪宗	楊岐方會和尚語錄	^dy【宋】^pr【仁勇】等編
1994b	禪宗	楊岐方會和尚後錄	
1995	禪宗	法演禪師語錄	^dy【宋】^pr【才良】等編
1996	禪宗	明覺禪師語錄	^dy【宋】^pr【惟蓋竺】編
1997	禪宗	圓悟佛果禪師語錄	^dy【宋】^pr【紹隆】等編
1998a	禪宗	大慧普覺禪師語錄	^dy【宋】^pr【蘊聞】編
1998b	史傳	大慧普覺禪師宗門武庫	^dy【宋】^pr【道謙】編
1999	禪宗	密菴和尚語錄	^dy【宋】^pr【崇岳】^pr【了悟】等編
2000	禪宗	虛堂和尚語錄	^dy【宋】^pr【妙源】編
2001	禪宗	宏智禪師廣錄	^dy【宋】^pr【集成】等編
2002a	禪宗	如淨和尚語錄	^dy【宋】^pr【文素】編
2002b	禪宗	天童山景德寺如淨禪師續語錄	^dy【宋】^pr【義遠】編
2003	禪宗	佛果圜悟禪師碧巖錄	^dy【宋】^pr【重顯】頌古^pr【克勤】評唱
2004	禪宗	萬松老人評唱天童覺和尚頌古從容庵錄	^dy【宋】^pr【正覺】頌古^dy【元】^pr【行秀】評唱
2005	禪宗	無門關	^dy【宋】^pr【宗紹】編
2006	禪宗	人天眼目	^dy【宋】^pr【智昭】集
2007	禪宗	南宗頓教最上大乘摩訶般若波羅蜜經六祖惠能大師於韶州大梵寺施法壇經	^dy【唐】^pr【法海】集
2008	禪宗	六祖大師法寶壇經	^dy【元】^pr【宗寶】編
2009	禪宗	少室六門	
2010	禪宗	信心銘	^dy【隋】^pr【僧璨】作
2011	禪宗	最上乘論	^dy【唐】^pr【弘忍】述
2012a	禪宗	黃檗山斷際禪師傳心法要	^dy【唐】^pr【裴休】集
2012b	禪宗	黃檗斷際禪師宛陵錄	^dy【唐】^pr【裴休】集
2013	禪宗	禪宗永嘉集	^dy【唐】^pr【玄覺】撰
2014	禪宗	永嘉證道歌	^dy【唐】^pr【玄覺】撰
2015	禪宗	禪源諸詮集都序	^dy【唐】^pr【宗密】述
2016	禪宗	宗鏡錄	^dy【宋】^pr【延壽】集
2017	禪宗	萬善同歸集	^dy【宋】^pr【延壽】述
2018	禪宗	永明智覺禪師唯心訣	^dy【宋】^pr【延壽】撰
2019a	禪宗	真心直說	^dy【高麗】^pr【知訥】撰
2019b	禪宗	誡初心學人文	^dy【高麗】^pr【知訥】撰
2020	禪宗	高麗國普照禪師修心訣	^dy【高麗】^pr【知訥】撰
2021	禪宗	禪宗決疑集	^dy【元】^pr【智徹】述
2022	禪宗	禪林寶訓	^dy【宋】^pr【淨善】重集
2023	禪宗	緇門警訓	^dy【明】^pr【如巹】續集
2024	禪宗	禪關策進	^dy【明】^pr【袾宏】輯
2025	禪宗	勅修百丈清規	^dy【元】^pr【德煇】重編
2026	史傳	撰集三藏及雜藏傳	^pr【失譯】
2027	史傳	迦葉結經	^dy【後漢】^pr【安世高】譯
2028	史傳	迦丁比丘說當來變經	^pr【失譯】
2029	史傳	佛使比丘迦旃延說法沒盡偈百二十章	^pr【失譯】
2030	史傳	大阿羅漢難提蜜多羅所說法住記	^dy【唐】^pr【玄奘】譯
2031	史傳	異部宗輪論	^pr【世友菩薩】造^dy【唐】^pr【玄奘】譯
2032	史傳	十八部論	^dy【陳】^pr【真諦】譯
2033	史傳	部執異論	^pr【天友菩薩】造^dy【陳】^pr【真諦】譯
2034	史傳	歷代三寶紀	^dy【隋】^pr【費長房】撰
2035	史傳	佛祖統紀	^dy【宋】^pr【志磐】撰
2036	史傳	佛祖歷代通載	^dy【元】^pr【念常】集
2037	史傳	釋氏稽古略	^dy【元】^pr【覺岸】編
2038	史傳	釋鑑稽古略續集	^dy【明】^pr【幻輪】編
2039	史傳	三國遺事	^dy【高麗】^pr【一然】撰
2040	史傳	釋迦譜	^dy【梁】^pr【僧祐】撰
2041	史傳	釋迦氏譜	^dy【唐】^pr【道宣】撰
2042	史傳	阿育王傳	^dy【西晉】^pr【安法欽】譯
2043	史傳	阿育王經	^dy【梁】^pr【僧伽婆羅】譯
2044	史傳	天尊說阿育王譬喻經	^pr【失譯】
2045	史傳	阿育王息壞目因緣經	^dy【符秦】^pr【曇摩難提】譯
2046	史傳	馬鳴菩薩傳	^dy【後秦】^pr【鳩摩羅什】譯
2047a	史傳	龍樹菩薩傳	^dy【姚秦】^pr【鳩摩羅什】譯
2047b	史傳	龍樹菩薩傳	^dy【姚秦】^pr【鳩摩羅什】譯
2048	史傳	提婆菩薩傳	^dy【姚秦】^pr【鳩摩羅什】譯
2049	史傳	婆藪槃豆法師傳	^dy【陳】^pr【真諦】譯
2050	史傳	隋天台智者大師別傳	^dy【隋】^pr【灌頂】撰
2051	史傳	唐護法沙門法琳別傳	^dy【唐】^pr【彥琮】撰
2052	史傳	大唐故三藏玄奘法師行狀	^dy【唐】^pr【冥詳】撰
2053	史傳	大唐大慈恩寺三藏法師傳	^dy【唐】^pr【慧立本】^pr【彥悰】箋
2054	史傳	唐大薦福寺故寺主翻經大德法藏和尚傳	^dy【新羅】^pr【崔致遠】撰
2055	史傳	玄宗朝翻經三藏善無畏贈鴻臚卿行狀	^dy【唐】^pr【李華】撰
2056	史傳	大唐故大德贈司空大辨正廣智不空三藏行狀	^dy【唐】^pr【趙遷】撰
2057	史傳	大唐青龍寺三朝供奉大德行狀	
2058	史傳	付法藏因緣傳	^dy【元魏】^pr【吉迦夜】共^pr【曇曜】譯
2059	史傳	高僧傳	^dy【梁】^pr【慧皎】撰
2060	史傳	續高僧傳	^dy【唐】^pr【道宣】撰
2061	史傳	宋高僧傳	^dy【宋】^pr【贊寧】等撰
2062	史傳	大明高僧傳	^dy【明】^pr【如惺】撰
2063	史傳	比丘尼傳	^dy【梁】^pr【寶唱】撰
2064	史傳	神僧傳	
2065	史傳	海東高僧傳	^dy【高麗】^pr【覺訓】撰
2066	史傳	大唐西域求法高僧傳	^dy【唐】^pr【義淨】撰
2067	史傳	弘贊法華傳	^dy【唐】^pr【惠詳】撰
2068	史傳	法華傳記	^dy【唐】^pr【僧詳】撰
2069	史傳	天台九祖傳	^dy【宋】^pr【士衡】編
2070	史傳	往生西方淨土瑞應傳	
2071	史傳	淨土往生傳	^dy【宋】^pr【戒珠敘】
2072	史傳	往生集	^dy【明】^pr【袾宏】輯
2073	史傳	華嚴經傳記	^dy【唐】^pr【法藏】集
2074	史傳	大方廣佛華嚴經感應傳	^dy【唐】^pr【惠英】撰^pr【胡幽貞】纂
2075	史傳	曆代法寶記	
2076	史傳	景德傳燈錄	^dy【宋】^pr【道原】纂
2077	史傳	續傳燈錄	^dy【明】^pr【居頂】輯
2078	史傳	傳法正宗記	^dy【宋】^pr【契嵩】編
2079	史傳	傳法正宗定祖圖	^dy【宋】^pr【契嵩】撰
2080	史傳	傳法正宗論	^dy【宋】^pr【契嵩】編
2081	史傳	兩部大法相承師資付法記	^dy【唐】^pr【海雲】記
2082	史傳	冥報記	^dy【唐】^pr【唐臨】撰
2083	史傳	釋門自鏡錄	^dy【唐】^pr【懷信】述
2084	史傳	三寶感應要略錄	^dy【宋】^pr【非濁】集
2085	史傳	高僧法顯傳	^dy【東晉】^pr【法顯】記
2086	史傳	北魏僧惠生使西域記	
2087	史傳	大唐西域記	^dy【唐】^pr【玄奘】譯^pr【辯機】撰
2088	史傳	釋迦方志	^dy【唐】^pr【道宣】撰
2089	史傳	遊方記抄	^pr【新羅慧超唐圓照】等撰
2090	史傳	釋迦牟尼如來像法滅盡之記	^dy【唐】^pr【法成】譯
2091	史傳	燉煌錄	
2092	史傳	洛陽伽藍記	^dy【元魏】^pr【楊衒之】撰
2093	史傳	寺塔記	^dy【唐】^pr【段成式】撰
2094	史傳	梁京寺記	
2095	史傳	廬山記	^dy【宋】^pr【陳舜俞】撰
2096	史傳	天台山記	^dy【唐】^pr【徐靈府】撰
2097	史傳	南嶽總勝集	^dy【宋】^pr【陳田夫】撰
2098	史傳	古清涼傳	^dy【唐】^pr【慧祥】撰
2099	史傳	廣清涼傳	^dy【宋】^pr【延一】編
2100	史傳	續清涼傳	^dy【宋】^pr【張商英】述
2101	史傳	補陀洛迦山傳	^dy【元】^pr【盛熙明】述
2102	史傳	弘明集	^dy【梁】^pr【僧祐】撰
2103	史傳	廣弘明集	^dy【唐】^pr【道宣】撰
2104	史傳	集古今佛道論衡	^dy【唐】^pr【道宣】撰
2105	史傳	續集古今佛道論衡	^dy【唐】^pr【智昇】撰
2106	史傳	集神州三寶感通錄	^dy【唐】^pr【道宣】撰
2107	史傳	道宣律師感通錄	^dy【唐】^pr【道宣】撰
2108	史傳	集沙門不應拜俗等事	^dy【唐】^pr【彥悰纂】錄
2109	史傳	破邪論	^dy【唐】^pr【法琳】撰
2110	史傳	辯正論	^dy【唐】^pr【法琳】撰
2111	史傳	十門辯惑論	^dy【唐】^pr【復禮】撰
2112	史傳	甄正論	^dy【唐】^pr【玄嶷】撰
2113	史傳	北山錄	^dy【唐】^pr【神清】撰^pr【慧寶】注
2114	史傳	護法論	^dy【宋】^pr【張商英】述
2115	史傳	鐔津文集	^dy【宋】^pr【契嵩】撰
2116	史傳	辯偽錄	^dy【元】^pr【祥邁】撰
2117	史傳	三教平心論	^dy【元】^pr【劉謐】撰
2118	史傳	折疑論	^pr【師子比丘述】註
2119	史傳	寺沙門玄奘上表記	
