^:<ptk=cb-t name=catalog caption=經名 scan=title type=tsv preload=true>	bulei	title	author
1425	律	摩訶僧祇律	^dy【東晉】^pr【佛陀跋陀羅】共^pr【法顯】譯
1426	律	摩訶僧祇律大比丘戒本	^dy【東晉】^pr【佛陀跋陀羅】譯
1427	律	摩訶僧祇比丘尼戒本	^dy【東晉】^pr【法顯】共^pr【覺賢】譯
1428	律	四分律	^dy【姚秦】^pr【佛陀耶舍】共^pr【竺佛念】等譯
1429	律	四分律比丘戒本	^dy【後秦】^pr【佛陀耶舍】譯
1430	律	四分僧戒本	^dy【後秦】^pr【佛陀耶舍】譯
1431	律	四分比丘尼戒本	^dy【後秦】^pr【佛陀耶舍】譯
1432	律	曇無德律部雜羯磨	^dy【曹魏】^pr【康僧鎧】譯
1433	律	羯磨	^dy【曹魏】^pr【曇諦】譯
1434	律	四分比丘尼羯磨法	^dy【劉宋】^pr【求那跋摩】譯
1435	律	十誦律	^dy【後秦】^pr【弗若多羅】共^pr【羅什】譯
1436	律	十誦比丘波羅提木叉戒本	^dy【姚秦】^pr【鳩摩羅什】譯
1437	律	十誦比丘尼波羅提木叉戒本	^dy【劉宋】^pr【法顯集出】
1438	律	大沙門百一羯磨法	
1439	律	十誦羯磨比丘要用	^dy【劉宋】^pr【僧璩撰出】
1440	律	薩婆多毘尼毘婆沙	^pr【失譯】
1441	律	薩婆多部毘尼摩得勒伽	^dy【劉宋】^pr【僧伽跋摩】譯
1442	律	根本說一切有部毘奈耶	^dy【唐】^pr【義淨】譯
1443	律	根本說一切有部苾芻尼毘奈耶	^dy【唐】^pr【義淨】譯
1444	律	根本說一切有部毘奈耶出家事	^dy【唐】^pr【義淨】譯
1445	律	根本說一切有部毘奈耶安居事	^dy【唐】^pr【義淨】譯
1446	律	根本說一切有部毘奈耶隨意事	^dy【唐】^pr【義淨】譯
1447	律	根本說一切有部毘奈耶皮革事	^dy【唐】^pr【義淨】譯
1448	律	根本說一切有部毘奈耶藥事	^dy【唐】^pr【義淨】譯
1449	律	根本說一切有部毘奈耶羯恥那衣事	^dy【唐】^pr【義淨】譯
1450	律	根本說一切有部毘奈耶破僧事	^dy【唐】^pr【義淨】譯
1451	律	根本說一切有部毘奈耶雜事	^dy【唐】^pr【義淨】譯
1452	律	根本說一切有部尼陀那目得迦	^dy【唐】^pr【義淨】譯
1453	律	根本說一切有部百一羯磨	^dy【唐】^pr【義淨】譯
1454	律	根本說一切有部戒經	^dy【唐】^pr【義淨】譯
1455	律	根本說一切有部苾芻尼戒經	^dy【唐】^pr【義淨】譯
1456	律	根本說一切有部毘奈耶尼陀那目得迦攝頌	^dy【唐】^pr【義淨】譯
1457	律	根本說一切有部略毘奈耶雜事攝頌	^dy【唐】^pr【義淨】譯
1458	律	根本薩婆多部律攝	^pr【尊者勝友】造^dy【唐】^pr【義淨】譯
1459	律	根本說一切有部毘奈耶頌	^pr【尊者毘舍佉】造^dy【唐】^pr【義淨】譯
1460	律	解脫戒經	^dy【元魏】^pr【般若流支】譯
1461	律	律二十二明了論	^pr【弗陀多羅多】造^dy【陳】^pr【真諦】譯
1462	律	善見律毘婆沙	^dy【蕭齊】^pr【僧伽跋陀羅】譯
1463	律	毘尼母經	^pr【失譯】
1464	律	鼻奈耶	^dy【姚秦】^pr【竺佛念】譯
1465	律	舍利弗問經	^pr【失譯】
1466	律	優波離問佛經	^dy【宋】^pr【求那跋摩】譯
1467a	律	佛說犯戒罪報輕重經	^dy【後漢】^pr【安世高】譯
1467b	律	佛說犯戒罪報輕重經	
1468	律	佛說目連所問經	^dy【宋】^pr【法天】譯
1469	律	佛說迦葉禁戒經	^dy【宋】^pr【沮渠京聲】譯
1470	律	大比丘三千威儀	^dy【後漢】^pr【安世高】譯
1471	律	沙彌十戒法并威儀	^pr【失譯】
1472	律	沙彌威儀	^dy【宋】^pr【求那跋摩】譯
1473	律	佛說沙彌十戒儀則經	^dy【宋】^pr【施護】譯
1474	律	沙彌尼戒經	^pr【失譯】
1475	律	沙彌尼離戒文	^pr【失譯】
1476	律	佛說優婆塞五戒相經	^dy【宋】^pr【求那跋摩】譯
1477	律	佛說戒消災經	^dy【吳】^pr【支謙】譯
1478	律	大愛道比丘尼經	^pr【失譯】
1479	律	佛說苾芻五法經	^dy【宋】^pr【法天】譯
1480	律	佛說苾芻迦尸迦十法經	^dy【宋】^pr【法天】譯
1481	律	佛說五恐怖世經	^dy【宋】^pr【沮渠京聲】譯
1482	律	佛阿毘曇經出家相品	^dy【陳】^pr【真諦】譯
1483a	律	佛說目連問戒律中五百輕重事	^pr【失譯】
1483b	律	佛說目連問戒律中五百輕重事經	^pr【失譯】
1484	律	梵網經	^dy【後秦】^pr【鳩摩羅什】譯
1485	律	菩薩瓔珞本業經	^dy【姚秦】^pr【竺佛念】譯
1486	律	受十善戒經	^pr【失譯】
1487	律	佛說菩薩內戒經	^dy【宋】^pr【求那跋摩】譯
1488	律	優婆塞戒經	^dy【北涼】^pr【曇無讖】譯
1489	律	清淨毘尼方廣經	^dy【後秦】^pr【鳩摩羅什】譯
1490	律	寂調音所問經	^dy【宋】^pr【法海】譯
1491	律	菩薩藏經	^dy【梁】^pr【僧伽婆羅】譯
1492	律	佛說舍利弗悔過經	^dy【後漢】^pr【安世高】譯
1493	律	大乘三聚懺悔經	^dy【隋】^pr【闍那崛多】共^pr【笈多】等譯
1494	律	佛說淨業障經	^pr【失譯】
1495	律	善恭敬經	^dy【隋】^pr【闍那崛多】譯
1496	律	佛說正恭敬經	^dy【元魏】^pr【佛陀扇多】譯
1497	律	佛說大乘戒經	^dy【宋】^pr【施護】譯
1498	律	佛說八種長養功德經	^dy【宋】^pr【法護】等譯
1499	律	菩薩戒羯磨文	^pr【彌勒菩薩】說^dy【唐】^pr【玄奘】譯
1500	律	菩薩戒本	^pr【慈氏菩薩】說^dy【北涼】^pr【曇無讖】譯
1501	律	菩薩戒本	^pr【彌勒菩薩】說^dy【唐】^pr【玄奘】譯
1502	律	菩薩受齋經	^dy【西晉】^pr【聶道真】譯
1503	律	優婆塞五戒威儀經	^dy【宋】^pr【求那跋摩】譯
1504	律	菩薩五法懺悔文	^pr【失譯】
1505	阿含	四阿鋡暮抄解	^pr【婆素跋陀】造^dy【符秦】^pr【鳩摩羅佛提】等譯
1506	阿含	三法度論	^dy【東晉】^pr【僧伽提婆】譯
1507	阿含	分別功德論	^pr【失譯附後漢】錄
1508	阿含	阿含口解十二因緣經	^dy【後漢】^pr【安玄】共^pr【嚴佛調】譯
1509	般若	大智度論	^pr【龍樹菩薩】造^dy【後秦】^pr【鳩摩羅什】譯
1510a	般若	金剛般若論	^pr【無著菩薩】造^dy【隋】^pr【達磨笈多】譯
1510b	般若	金剛般若波羅蜜經論	^pr【無著菩薩】造^dy【隋】^pr【達磨笈多】譯
1511	般若	金剛般若波羅蜜經論	^pr【天親菩薩】造^dy【元魏】^pr【菩提流支】譯
1512	般若	金剛仙論	^pr【世親菩薩】造^pr【金剛仙論師釋】^dy【元魏】^pr【菩提流支】譯
1513	般若	能斷金剛般若波羅蜜多經論釋	^pr【無著菩薩造頌】^pr【世親菩薩釋】^dy【唐】^pr【義淨】譯
1514	般若	能斷金剛般若波羅蜜多經論頌	^pr【無著菩薩】造^dy【唐】^pr【義淨】譯
1515	般若	金剛般若波羅蜜經破取著不壞假名論	^pr【功德施菩薩】造^dy【唐】^pr【地婆訶羅】等譯
1516	般若	聖佛母般若波羅蜜多九頌精義論	^pr【勝德赤衣菩薩】造^dy【宋】^pr【法護】等譯
1517	般若	佛母般若波羅蜜多圓集要義釋論	^pr【三寶尊菩薩】造^pr【大域龍菩薩造本論】^dy【宋】^pr【施護】等譯
1518	般若	佛母般若波羅蜜多圓集要義論	^pr【大域龍菩薩】造^dy【宋】^pr【施護】等譯
1519	法華	妙法蓮華經憂波提舍	^pr【大乘論師婆藪槃豆釋】^dy【後魏】^pr【菩提留支】共^pr【曇林】等譯
1520	法華	妙法蓮華經論優波提舍	^pr【婆藪般豆菩薩】造^dy【元魏】^pr【勒那摩提】共^pr【僧朗】等譯
1521	華嚴	十住毘婆沙論	^pr【聖者龍樹】造^dy【後秦】^pr【鳩摩羅什】譯
1522	華嚴	十地經論	^pr【天親菩薩】造^dy【後魏】^pr【菩提流支】等譯
1523	寶積	大寶積經論	^dy【後魏】^pr【菩提流支】譯
1524	淨土	無量壽經優波提舍	^pr【婆藪槃豆菩薩】造^dy【元魏】^pr【菩提流支】譯
1525	寶積	彌勒菩薩所問經論	^dy【後魏】^pr【菩提流支】譯
1526	大集	寶髻經四法憂波提舍	^pr【天親菩薩】造^dy【元魏】^pr【毘目智仙】譯
1527	涅槃	涅槃論	^pr【婆藪槃豆】作^dy【元魏】^pr【達磨菩提】譯
1528	涅槃	涅槃經本有今無偈論	^pr【天親菩薩】造^dy【陳】^pr【真諦】譯
1529	涅槃	遺教經論	^pr【天親菩薩】造^dy【陳】^pr【真諦】譯
1530	經集	佛地經論	^pr【親光菩薩】等造^dy【唐】^pr【玄奘】譯
1531	經集	文殊師利菩薩問菩提經論	^pr【天親菩薩】造^dy【元魏】^pr【菩提流支】譯
1532	經集	勝思惟梵天所問經論	^pr【天親菩薩】造^dy【後魏】^pr【菩提流支】譯
1533	經集	轉法輪經憂波提舍	^pr【天親菩薩】造^dy【元魏】^pr【毘目智仙】譯
1534	經集	三具足經憂波提舍	^dy【元魏】^pr【毘目智仙】譯
1535	經集	大乘四法經釋	
1536	毘曇	阿毘達磨集異門足論	^pr【尊者舍利子】說^dy【唐】^pr【玄奘】譯
1537	毘曇	阿毘達磨法蘊足論	^pr【尊者大目乾連】造^dy【唐】^pr【玄奘】譯
1538	毘曇	施設論	^dy【宋】^pr【法護】等譯
1539	毘曇	阿毘達磨識身足論	^pr【提婆設摩】造^dy【唐】^pr【玄奘】譯
1540	毘曇	阿毘達磨界身足論	^pr【尊者世友】造^dy【唐】^pr【玄奘】譯
1541	毘曇	眾事分阿毘曇論	^pr【尊者世友】造^dy【宋】^pr【求那跋陀羅】共^pr【菩提耶舍】譯
1542	毘曇	阿毘達磨品類足論	^pr【尊者世友】造^dy【唐】^pr【玄奘】譯
1543	毘曇	阿毘曇八犍度論	^pr【迦栴延子】造^dy【符秦】^pr【僧伽提婆】共^pr【竺佛念】譯
1544	毘曇	阿毘達磨發智論	^pr【迦多衍尼子】造^dy【唐】^pr【玄奘】譯
1545	毘曇	阿毘達磨大毘婆沙論	^pr【五百大阿羅漢】等造^dy【唐】^pr【玄奘】譯
1546	毘曇	阿毘曇毘婆沙論	^pr【迦旃延子】造^pr【五百羅漢釋】^dy【北涼】^pr【浮陀跋摩】共^pr【道泰】等譯
1547	毘曇	鞞婆沙論	^pr【尸陀槃尼】撰^dy【符秦】^pr【僧伽跋澄】譯
1548	毘曇	舍利弗阿毘曇論	^dy【姚秦】^pr【曇摩耶舍】共^pr【曇摩崛多】等譯
1549	毘曇	尊婆須蜜菩薩所集論	^pr【尊婆須蜜】造^dy【符秦】^pr【僧伽跋澄】等譯
1550	毘曇	阿毘曇心論	^pr【尊者法勝】造^dy【晉】^pr【僧迦提婆】共^pr【慧遠】等譯
1551	毘曇	阿毘曇心論經	^pr【法勝論】^pr【優波扇多釋】^dy【高齊】^pr【那連提耶舍】譯
1552	毘曇	雜阿毘曇心論	^pr【尊者法救】造^dy【宋】^pr【僧伽跋摩】等譯
1553	毘曇	阿毘曇甘露味論	^pr【尊者瞿沙】造^pr【失譯】
1554	毘曇	入阿毘達磨論	^pr【塞建陀羅】造^dy【唐】^pr【玄奘】譯
1555	毘曇	五事毘婆沙論	^pr【尊者法救】造^dy【唐】^pr【玄奘】譯
1556	毘曇	薩婆多宗五事論	^dy【唐】^pr【法成】譯
1557	毘曇	阿毘曇五法行經	^dy【後漢】^pr【安世高】譯
1558	毘曇	阿毘達磨俱舍論	^pr【尊者世親】造^dy【唐】^pr【玄奘】譯
1559	毘曇	阿毘達磨俱舍釋論	^pr【婆藪盤豆】造^dy【陳】^pr【真諦】譯
1560	毘曇	阿毘達磨俱舍論本頌	^pr【世親菩薩】造^dy【唐】^pr【玄奘】譯
1561	毘曇	俱舍論實義疏	^pr【尊者安惠】造
1562	毘曇	阿毘達磨順正理論	^pr【尊者眾賢】造^dy【唐】^pr【玄奘】譯
1563	毘曇	阿毘達磨藏顯宗論	^pr【尊者眾賢】造^dy【唐】^pr【玄奘】譯
1564	中觀	中論	^pr【龍樹菩薩】造^pr【梵志青目釋】^dy【姚秦】^pr【鳩摩羅什】譯
1565	中觀	順中論	^pr【龍樹菩薩】造^pr【無著菩薩釋】^dy【元魏】^pr【瞿曇般若流支】譯
1566	中觀	般若燈論釋	^pr【偈本龍樹菩薩】^pr【釋論分別明菩薩】^dy【唐】^pr【波羅頗蜜多羅】譯
1567	中觀	大乘中觀釋論	^pr【安慧菩薩】造^dy【宋】^pr【惟淨】等譯
1568	中觀	十二門論	^pr【龍樹菩薩】造^dy【姚秦】^pr【鳩摩羅什】譯
1569	中觀	百論	^pr【提婆菩薩】造^pr【婆藪開士釋】^dy【姚秦】^pr【鳩摩羅什】譯
1570	中觀	廣百論本	^pr【聖天菩薩】造^dy【唐】^pr【玄奘】譯
1571	中觀	大乘廣百論釋論	^pr【聖天菩薩本】^pr【護法菩薩釋】^dy【唐】^pr【玄奘】譯
1572	中觀	百字論	^pr【提婆菩薩】造^dy【後魏】^pr【菩提流支】譯
1573	中觀	壹輸盧迦論	^pr【龍樹菩薩】造^dy【後魏】^pr【瞿曇般若留支】譯
1574	中觀	大乘破有論	^pr【龍樹菩薩】造^dy【宋】^pr【施護】譯
1575	中觀	六十頌如理論	^pr【龍樹菩薩】造^dy【宋】^pr【施護】譯
1576	中觀	大乘二十頌論	^pr【龍樹菩薩】造^dy【宋】^pr【施護】譯
1577	中觀	大丈夫論	^pr【提婆羅菩薩】造^dy【北涼】^pr【道泰】譯
1578	中觀	大乘掌珍論	^pr【清辯菩薩】造^dy【唐】^pr【玄奘】譯
1579	瑜伽	瑜伽師地論	^pr【彌勒菩薩】說^dy【唐】^pr【玄奘】譯
1580	瑜伽	瑜伽師地論釋	^pr【最勝子】等造^dy【唐】^pr【玄奘】譯
1581	瑜伽	菩薩地持經	^dy【北涼】^pr【曇無讖】譯
1582	瑜伽	菩薩善戒經	^dy【劉宋】^pr【求那跋摩】譯
1583	瑜伽	菩薩善戒經	^dy【劉宋】^pr【求那跋摩】譯
1584	瑜伽	決定藏論	^dy【梁】^pr【真諦】譯
1585	瑜伽	成唯識論	^pr【護法】等菩薩造^dy【唐】^pr【玄奘】譯
1586	瑜伽	唯識三十論頌	^pr【世親菩薩】造^dy【唐】^pr【玄奘】譯
1587	瑜伽	轉識論	^dy【陳】^pr【真諦】譯
1588	瑜伽	唯識論	^pr【天親菩薩】造^dy【後魏】^pr【瞿曇般若流支】譯
1589	瑜伽	大乘唯識論	^pr【天親菩薩】造^dy【陳】^pr【真諦】譯
1590	瑜伽	唯識二十論	^pr【世親菩薩】造^dy【唐】^pr【玄奘】譯
1591	瑜伽	成唯識寶生論	^pr【護法菩薩】造^dy【唐】^pr【義淨】譯
1592	瑜伽	攝大乘論	^pr【阿僧伽】作^dy【後魏】^pr【佛陀扇多】譯
1593	瑜伽	攝大乘論	^pr【無著菩薩】造^dy【陳】^pr【真諦】譯
1594	瑜伽	攝大乘論本	^pr【無著菩薩】造^dy【唐】^pr【玄奘】譯
1595	瑜伽	攝大乘論釋	^pr【世親菩薩釋】^dy【陳】^pr【真諦】譯
1596	瑜伽	攝大乘論釋論	^pr【世親菩薩】造^dy【隋】^pr【笈多】共^pr【行矩】等譯
1597	瑜伽	攝大乘論釋	^pr【世親菩薩】造^dy【唐】^pr【玄奘】譯
1598	瑜伽	攝大乘論釋	^pr【無性菩薩】造^dy【唐】^pr【玄奘】譯
1599	瑜伽	中邊分別論	^pr【天親菩薩】造^dy【陳】^pr【真諦】譯
1600	瑜伽	辯中邊論	^pr【世親菩薩】造^dy【唐】^pr【玄奘】譯
1601	瑜伽	辯中邊論頌	^pr【彌勒菩薩】說^dy【唐】^pr【玄奘】譯
1602	瑜伽	顯揚聖教論	^pr【無著菩薩】造^dy【唐】^pr【玄奘】譯
1603	瑜伽	顯揚聖教論頌	^pr【無著菩薩】造^dy【唐】^pr【玄奘】譯
1604	瑜伽	大乘莊嚴經論	^pr【無著菩薩】造^dy【唐】^pr【波羅頗蜜多羅】譯
1605	瑜伽	大乘阿毘達磨集論	^pr【無著菩薩】造^dy【唐】^pr【玄奘】譯
1606	瑜伽	大乘阿毘達磨雜集論	^pr【安慧菩薩糅】^dy【唐】^pr【玄奘】譯
1607	瑜伽	六門教授習定論	^pr【無著本】^pr【世親釋】^dy【唐】^pr【義淨】譯
1608	瑜伽	業成就論	^pr【天親菩薩】造^dy【元魏】^pr【毘目智仙】譯
1609	瑜伽	大乘成業論	^pr【世親菩薩】造^dy【唐】^pr【玄奘】譯
1610	瑜伽	佛性論	^pr【天親菩薩】造^dy【陳】^pr【真諦】譯
1611	瑜伽	究竟一乘寶性論	^dy【後魏】^pr【勒那摩提】譯
1612	瑜伽	大乘五蘊論	^pr【世親菩薩】造^dy【唐】^pr【玄奘】譯
1613	瑜伽	大乘廣五蘊論	^pr【安慧菩薩】造^dy【唐】^pr【地婆訶羅】譯
1614	瑜伽	大乘百法明門論	^pr【天親菩薩】造^dy【唐】^pr【玄奘】譯
1615	瑜伽	王法正理論	^pr【彌勒菩薩】造^dy【唐】^pr【玄奘】譯
1616	瑜伽	十八空論	^pr【龍樹菩薩】造^dy【陳】^pr【真諦】譯
1617	瑜伽	三無性論	^dy【陳】^pr【真諦】譯
1618	瑜伽	顯識論	^dy【陳】^pr【真諦】譯
1619	瑜伽	無相思塵論	^pr【陳那菩薩】造^dy【陳】^pr【真諦】譯
1620	瑜伽	解捲論	^pr【陳那菩薩】造^dy【陳】^pr【真諦】譯
1621	瑜伽	掌中論	^pr【陳那菩薩】造^dy【唐】^pr【義淨】譯
1622	瑜伽	取因假設論	^pr【陳那菩薩】造^dy【唐】^pr【義淨】譯
1623	瑜伽	觀總相論頌	^pr【陳那菩薩】造^dy【唐】^pr【義淨】譯
1624	瑜伽	觀所緣緣論	^pr【陳那菩薩】造^dy【唐】^pr【玄奘】譯
1625	瑜伽	觀所緣論釋	^pr【護法菩薩】造^dy【唐】^pr【義淨】譯
1626	瑜伽	大乘法界無差別論	^pr【堅慧菩薩】造^dy【唐】^pr【提雲般若】等譯
1627	瑜伽	大乘法界無差別論	^pr【堅慧菩薩】造^dy【唐】^pr【提雲般若】譯
1628	論集	因明正理門論本	^pr【大域龍菩薩】造^dy【唐】^pr【玄奘】譯
1629	論集	因明正理門論	^pr【大域龍菩薩】造^dy【唐】^pr【義淨】譯
1630	論集	因明入正理論	^pr【南羯羅主菩薩】造^dy【唐】^pr【玄奘】譯
1631	論集	迴諍論	^pr【龍樹菩薩】造^dy【後魏】^pr【毘目智仙】共^pr【瞿曇流支】譯
1632	論集	方便心論	^dy【後魏】^pr【吉迦夜】譯
1633	論集	如實論	^dy【陳】^pr【真諦】譯
1634	論集	入大乘論	^pr【堅意菩薩】造^dy【北涼】^pr【道泰】等譯
1635	論集	大乘寶要義論	^dy【宋】^pr【法護】等譯
1636	論集	大乘集菩薩學論	^pr【法稱菩薩】造^dy【宋】^pr【法護】等譯
1637	論集	集大乘相論	^pr【覺吉祥智菩薩】造^dy【宋】^pr【施護】譯
1638	論集	集諸法寶最上義論	^pr【善寂菩薩】造^dy【宋】^pr【施護】譯
1639	論集	提婆菩薩破楞伽經中外道小乘四宗論	^pr【提波菩薩】造^dy【後魏】^pr【菩提流支】譯
1640	論集	提婆菩薩釋楞伽經中外道小乘涅槃論	^pr【提波菩薩】造^dy【後魏】^pr【菩提流支】譯
1641	論集	隨相論	^pr【德慧法師】造^dy【陳】^pr【真諦】譯
1642	論集	金剛針論	^pr【法稱菩薩】造^dy【宋】^pr【法天】譯
1643	論集	尼乾子問無我義經	^pr【馬鳴菩薩】集^dy【宋】^pr【日稱】譯
1644	論集	佛說立世阿毘曇論	^dy【陳】^pr【真諦】譯
1645	論集	彰所知論	^pr【發合思巴】造^dy【元】^pr【沙羅巴】譯
1646	論集	成實論	^pr【訶梨跋摩】造^dy【姚秦】^pr【鳩摩羅什】譯
1647	論集	四諦論	^pr【婆藪跋摩】造^dy【陳】^pr【真諦】譯
1648	論集	解脫道論	^pr【優波底沙】造^dy【梁】^pr【僧伽婆羅】譯
1649	論集	三彌底部論	^pr【失譯】
1650	論集	辟支佛因緣論	^pr【失譯】
1651	論集	十二因緣論	^pr【淨意菩薩】造^dy【後魏】^pr【菩提流支】譯
1652	論集	緣生論	^pr【欝楞迦】造^dy【隋】^pr【達磨笈多】譯
1653	論集	大乘緣生論	^pr【欝楞迦】造^dy【唐】^pr【不空】譯
1654	論集	因緣心論頌因緣心論釋	^pr【猛龍菩薩】造
1655	論集	止觀門論頌	^pr【世親菩薩】造^dy【唐】^pr【義淨】譯
1656	論集	寶行王正論	^dy【陳】^pr【真諦】譯
1657	論集	手杖論	^pr【釋迦稱】造^dy【唐】^pr【義淨】譯
1658	論集	諸教決定名義論	^pr【慈氏菩薩】造^dy【宋】^pr【施護】譯
1659	論集	發菩提心經論	^pr【天親菩薩】造^dy【後秦】^pr【鳩摩羅什】譯
1660	論集	菩提資糧論	^pr【龍樹本】^pr【自在比丘釋】^dy【隋】^pr【達磨笈多】譯
1661	論集	菩提心離相論	^pr【龍樹菩薩】造^dy【宋】^pr【施護】譯
1662	論集	菩提行經	^pr【龍樹菩薩集頌】^dy【宋】^pr【天息災】譯
1663	論集	菩提心觀釋	^dy【宋】^pr【法天】譯
1664	論集	廣釋菩提心論	^pr【蓮華戒菩薩】造^dy【宋】^pr【施護】譯
1665	論集	金剛頂瑜伽中發阿耨多羅三藐三菩提心論	^dy【唐】^pr【不空】譯
1666	論集	大乘起信論	^pr【馬鳴菩薩】造^dy【梁】^pr【真諦】譯
1667	論集	大乘起信論	^pr【馬鳴菩薩】造^dy【唐】^pr【實叉難陀】譯
1668	論集	釋摩訶衍論	^pr【龍樹菩薩】造^dy【姚秦】^pr【筏提摩多】譯
1669	論集	大宗地玄文本論	^pr【馬鳴菩薩】造^dy【陳】^pr【真諦】譯
1670a	論集	那先比丘經	^pr【失譯】
1670b	論集	那先比丘經	^pr【失譯】
1671	論集	福蓋正行所集經	^pr【龍樹菩薩】集^dy【宋】^pr【日稱】等譯
1672	論集	龍樹菩薩為禪陀迦王說法要偈	^dy【宋】^pr【求那跋摩】譯
1673	論集	勸發諸王要偈	^pr【龍樹菩薩】撰^dy【宋】^pr【僧伽跋摩】譯
1674	論集	龍樹菩薩勸誡王頌	^dy【唐】^pr【義淨】譯
1675	論集	讚法界頌	^pr【龍樹菩薩】造^dy【宋】^pr【施護】譯
1676	論集	廣大發願頌	^pr【龍樹菩薩】造^dy【宋】^pr【施護】等譯
1677	論集	三身梵讚	^dy【宋】^pr【法賢】譯
1678	論集	佛三身讚	^pr【西土賢聖】撰^dy【宋】^pr【法賢】譯
1679	論集	佛一百八名讚	^dy【宋】^pr【法天】譯
1680	論集	一百五十讚佛頌	^pr【摩咥里制吒】造^dy【唐】^pr【義淨】譯
1681	論集	佛吉祥德讚	^pr【寂友尊者】造^dy【宋】^pr【施護】譯
1682	論集	七佛讚唄伽他	^dy【宋】^pr【法天】譯
1683	論集	犍稚梵讚	^dy【宋】^pr【法賢】譯
1684	論集	八大靈塔梵讚	^pr【西天戒日王製】^dy【宋】^pr【法賢】譯
1685	論集	佛說八大靈塔名號經	^dy【宋】^pr【法賢】譯
1686	論集	賢聖集伽陀一百頌	^dy【宋】^pr【天息災】譯
1687	論集	事師法五十頌	^pr【馬鳴菩薩】集^dy【宋】^pr【日稱】等譯
1688	論集	密跡力士大權神王經偈頌	^dy【元】^pr【管主八】撰
1689	論集	請賓頭盧法	^dy【劉宋】^pr【慧簡】譯
1690	論集	賓頭盧突羅闍為優陀延王說法經	^dy【劉宋】^pr【求那跋陀羅】譯
1691	論集	迦葉仙人說醫女人經	^dy【宋】^pr【法賢】譯
1692	論集	勝軍化世百喻伽他經	^dy【宋】^pr【天息災】譯
1693	阿含	人本欲生經註	^dy【東晉】^pr【道安】撰
1694	阿含	陰持入經註	^dy【吳】^pr【陳慧】撰
1695	般若	大般若波羅蜜多經般若理趣分述讚	^dy【唐】^pr【窺基】撰
1696	般若	大品經遊意	^dy【隋】^pr【吉藏】撰
1697	般若	大慧度經宗要	^dy【新羅】^pr【元曉】撰
1698	般若	金剛般若經疏	^dy【隋】^pr【智顗】說
1699	般若	金剛般若疏	^dy【隋】^pr【吉藏】撰
1700	般若	金剛般若經贊述	^dy【唐】^pr【窺基】撰
1701	般若	金剛般若經疏論纂要	^dy【唐】^pr【宗密】述^dy【宋】^pr【子璿治定】
1702	般若	金剛經纂要刊定記	^dy【宋】^pr【子璿】錄
1703	般若	金剛般若波羅蜜經註解	^dy【明】^pr【宗泐】^pr【如玘同】註
1704	般若	金剛般若波羅蜜經略疏	^dy【唐】^pr【智儼】述
1705	般若	仁王護國般若經疏	^dy【隋】^pr【智顗】說^pr【灌頂】記
1706	般若	仁王護國般若波羅蜜經疏神寶記	^dy【宋】^pr【善月】述
1707	般若	仁王般若經疏	^dy【隋】^pr【吉藏】撰
1708	般若	仁王經疏	^dy【唐】^pr【圓測】撰
1709	般若	仁王護國般若波羅蜜多經疏	^dy【唐】^pr【良賁】述
1710	般若	般若波羅蜜多心經幽贊	^dy【唐】^pr【窺基】撰
1711	般若	般若波羅蜜多心經贊	^dy【唐】^pr【圓測】撰
1712	般若	般若波羅蜜多心經略疏	^dy【唐】^pr【法藏】述
1713	般若	般若心經略疏連珠記	^dy【宋】^pr【師會】述
1714	般若	般若波羅蜜多心經註解	^dy【明】^pr【宗泐】^pr【如玘同】註
1715	法華	法華經義記	^dy【梁】^pr【法雲】撰
1716	法華	妙法蓮華經玄義	^dy【隋】^pr【智顗】說
1717	法華	法華玄義釋籤	^dy【唐】^pr【湛然】述
1718	法華	妙法蓮華經文句	^dy【隋】^pr【智顗】說
1719	法華	法華文句記	^dy【唐】^pr【湛然】述
1720	法華	法華玄論	^dy【隋】^pr【吉藏】撰
1721	法華	法華義疏	^dy【隋】^pr【吉藏】撰
1722	法華	法華遊意	^dy【隋】^pr【吉藏】造
1723	法華	妙法蓮華經玄贊	^dy【唐】^pr【窺基】撰
1724	法華	法華玄贊義決	^dy【唐】^pr【慧沼】撰
1725	法華	法華宗要	^dy【新羅】^pr【元曉】撰
1726	法華	觀音玄義	^dy【隋】^pr【智顗】說^pr【灌頂】記
1727	法華	觀音玄義記	^dy【宋】^pr【知禮】述
1728	法華	觀音義疏	^dy【隋】^pr【智顗】說^pr【灌頂】記
1729	法華	觀音義疏記	^dy【宋】^pr【知禮】述
1730	法華	金剛三昧經論	^dy【新羅】^pr【元曉】述
1731	華嚴	華嚴遊意	^dy【隋】^pr【吉藏】撰
1732	華嚴	大方廣佛華嚴經搜玄分齊通智方軌	^dy【唐】^pr【智儼】述
1733	華嚴	華嚴經探玄記	^dy【唐】^pr【法藏】述
1734	華嚴	花嚴經文義綱目	^dy【唐】^pr【法藏】撰
1735	華嚴	大方廣佛華嚴經疏	^dy【唐】^pr【澄觀】撰
1736	華嚴	大方廣佛華嚴經隨疏演義鈔	^dy【唐】^pr【澄觀】述
1737	華嚴	大華嚴經略策	^dy【唐】^pr【澄觀】述
1738	華嚴	新譯華嚴經七處九會頌釋章	^dy【唐】^pr【澄觀】述
1739	華嚴	新華嚴經論	^dy【唐】^pr【李通玄】撰
1740	華嚴	大方廣佛華嚴經中卷卷大意略敘	^dy【唐】^pr【李通玄】造
